,user,state,action,follow_up_state,Recency,Frequency,Monetary
3937,FVKEW,130,call,50,20,9,7
3938,FVKEW,130,call,50,9,3,7
3939,FVKEW,130,call,100,9,9,2
3940,DNCIG,130,call,100,9,9,2
3941,FVEVB,130,call,130,9,9,5
3942,FVNIW,150,call,50,1,3,2
3943,FVKEW,150,call,100,9,3,2
3944,DJFVD,150,call,100,9,3,2
3945,DJFVD,150,call,130,1,9,7
3946,DJFVD,150,call,130,1,3,2
3947,DNCIG,150,call,130,20,16,2
3948,DJFVD,170,call,150,1,16,7
3949,FVNIW,170,call,150,9,16,2
3950,FVEVB,170,call,150,20,16,5
3951,DJFVD,170,call,150,9,3,7
3952,DJFVD,170,call,130,20,3,7
3953,FVEVB,170,call,100,9,3,7
3954,FVKEW,200,call,170,1,16,2
3955,FVEVB,200,call,170,9,16,5
3956,DNCIG,200,call,170,20,3,7
3957,DNCIG,200,call,150,9,16,5
3958,FVEVB,200,call,150,1,3,2
3959,FVKEW,200,call,150,9,9,5
3960,FVKEW,50,email,50,1,3,2
3961,FVKEW,50,email,100,20,16,5
3962,DJFVD,50,email,100,20,16,2
3963,FVNIW,50,email,100,9,3,2
3964,FVEVB,50,email,100,1,16,2
3965,FVNIW,50,email,130,20,3,2
3966,FVKEW,100,email,50,20,9,7
3967,DNCIG,100,email,50,1,3,2
3968,DNCIG,100,email,100,1,3,5
3969,FVNIW,100,email,100,20,16,5
3970,FVEVB,100,email,100,20,16,7
3971,FVNIW,100,email,130,1,3,5
3972,DJFVD,130,email,130,9,9,2
3973,FVKEW,130,email,130,20,3,7
3974,FVKEW,130,email,130,20,16,2
3975,FVNIW,130,email,130,9,9,5
3976,DJFVD,130,email,130,20,3,2
3977,DNCIG,130,email,130,20,9,2
3978,FVEVB,150,email,50,9,3,2
3979,FVEVB,150,email,130,20,9,2
3980,DNCIG,150,email,130,20,16,2
3981,FVKEW,150,email,130,1,9,2
3982,DJFVD,150,email,100,1,9,2
3983,FVNIW,150,email,130,1,9,5
3984,DJFVD,170,email,170,1,9,7
3985,DNCIG,170,email,170,9,9,5
3986,FVEVB,170,email,150,20,3,2
3987,FVNIW,170,email,150,9,3,7
3988,DNCIG,170,email,150,20,16,2
3989,FVKEW,170,email,150,20,9,7
3990,DNCIG,200,email,200,9,9,5
3991,DJFVD,200,email,170,1,3,2
3992,FVNIW,200,email,150,1,3,5
3993,FVEVB,200,email,150,20,9,2
3994,DNCIG,200,email,150,9,9,7
3995,FVEVB,200,email,150,9,3,7
3996,FVEVB,50,agent,100,20,16,7
3997,FVNIW,50,agent,130,20,9,7
3998,FVKEW,50,agent,130,1,16,7
3999,DJFVD,50,agent,150,20,3,5
4000,FVNIW,50,agent,150,9,9,7
4001,DNCIG,50,agent,170,9,9,5
4002,FVKEW,100,agent,130,9,16,5
4003,DJFVD,100,agent,130,1,16,2
4004,FVNIW,100,agent,150,9,16,2
4005,FVKEW,100,agent,150,20,9,2
4006,DNCIG,100,agent,150,20,16,2
4007,FVNIW,100,agent,170,1,3,2
4008,FVNIW,130,agent,130,20,9,5
4009,DNCIG,130,agent,130,9,16,2
4010,FVKEW,130,agent,150,9,9,5
4011,DJFVD,130,agent,150,20,16,2
4012,DNCIG,130,agent,150,20,9,2
4013,DJFVD,130,agent,170,20,9,2
4014,DJFVD,150,agent,150,20,3,7
4015,FVNIW,150,agent,150,1,9,2
4016,DNCIG,150,agent,150,9,16,2
4017,DJFVD,150,agent,170,9,9,5
4018,DNCIG,150,agent,170,1,9,2
4019,FVEVB,150,agent,130,20,3,2
4020,FVNIW,170,agent,150,1,16,5
4021,FVEVB,170,agent,170,1,9,5
4022,DJFVD,170,agent,200,9,3,7
4023,FVEVB,170,agent,200,20,9,7
4024,FVEVB,170,agent,200,9,3,7
4025,DJFVD,170,agent,130,20,3,5
4026,DNCIG,200,agent,200,20,3,5
4027,DNCIG,200,agent,200,20,16,5
4028,FVEVB,200,agent,200,1,9,7
4029,FVNIW,200,agent,170,9,16,5
4030,FVNIW,200,agent,170,9,3,2
4031,DNCIG,200,agent,170,20,16,5
4032,FVKEW,50,tv,50,9,16,7
4033,DJFVD,50,tv,50,20,9,2
4034,DJFVD,50,tv,100,20,16,5
4035,FVKEW,50,tv,100,20,3,5
4036,DNCIG,50,tv,130,1,16,7
4037,FVNIW,50,tv,150,9,3,2
4038,FVKEW,100,tv,100,9,3,5
4039,FVNIW,100,tv,100,1,3,2
4040,DNCIG,100,tv,100,1,9,5
4041,DJFVD,100,tv,130,20,3,5
4042,FVEVB,100,tv,130,1,3,2
4043,FVKEW,100,tv,170,20,3,7
4044,FVEVB,130,tv,130,9,16,7
4045,FVKEW,130,tv,130,1,9,7
4046,DJFVD,130,tv,130,9,9,5
4047,FVKEW,130,tv,150,20,9,2
4048,FVNIW,130,tv,150,9,16,7
4049,FVKEW,130,tv,150,20,16,5
4050,FVEVB,150,tv,150,20,9,5
4051,DNCIG,150,tv,150,20,9,2
4052,FVEVB,150,tv,150,9,16,2
4053,DNCIG,150,tv,150,1,9,7
4054,DJFVD,150,tv,170,1,16,7
4055,FVKEW,150,tv,130,1,16,5
4056,FVNIW,170,tv,170,1,16,5
4057,FVNIW,170,tv,170,20,3,7
4058,FVNIW,170,tv,200,20,3,2
4059,FVNIW,170,tv,150,20,9,2
4060,DJFVD,170,tv,200,9,3,7
4061,FVEVB,170,tv,170,9,3,2
4062,DJFVD,200,tv,200,20,3,5
4063,FVEVB,200,tv,200,20,3,5
4064,FVEVB,200,tv,150,20,9,2
4065,FVNIW,200,tv,170,1,9,5
4066,DNCIG,200,tv,200,1,3,7
4067,FVNIW,200,tv,170,9,16,2
4068,FVKEW,50,no contact,50,1,3,5
4069,FVEVB,50,no contact,50,1,3,2
4070,FVEVB,50,no contact,50,1,16,7
4071,FVNIW,50,no contact,50,9,9,2
4072,FVNIW,50,no contact,50,20,9,5
4073,DNCIG,50,no contact,50,1,3,2
4074,DJFVD,100,no contact,100,20,9,7
4075,FVEVB,100,no contact,50,1,9,5
4076,FVKEW,100,no contact,100,9,16,5
4077,DNCIG,100,no contact,50,1,9,2
4078,FVKEW,100,no contact,130,9,9,7
4079,FVEVB,100,no contact,130,9,3,7
4080,DNCIG,130,no contact,130,20,3,7
4081,FVNIW,130,no contact,150,9,3,2
4082,DNCIG,130,no contact,130,1,3,2
4083,DJFVD,130,no contact,150,1,9,5
4084,DNCIG,130,no contact,100,20,9,7
4085,DJFVD,130,no contact,100,1,9,5
4086,DJFVD,150,no contact,130,9,16,2
4087,DNCIG,150,no contact,130,9,9,2
4088,DJFVD,150,no contact,150,9,9,2
4089,FVEVB,150,no contact,150,20,9,2
4090,DNCIG,150,no contact,170,9,3,5
4091,FVEVB,150,no contact,100,20,3,2
4092,DNCIG,170,no contact,150,1,3,7
4093,FVEVB,170,no contact,170,1,3,7
4094,FVEVB,170,no contact,200,1,3,7
4095,DNCIG,170,no contact,200,1,16,7
4096,FVEVB,170,no contact,200,20,16,2
4097,DNCIG,170,no contact,200,1,9,7
4098,FVNIW,200,no contact,200,20,3,7
4099,FVNIW,200,no contact,200,1,9,7
4100,FVEVB,200,no contact,200,1,9,5
4101,FVNIW,200,no contact,170,20,16,5
4102,DNCIG,200,no contact,200,1,3,5
4103,DNCIG,200,no contact,170,1,9,2
4104,FVNIW,50,mail,50,1,3,2
4105,FVNIW,50,mail,50,20,9,7
4106,DJFVD,50,mail,100,1,16,7
4107,DJFVD,50,mail,130,20,3,2
4108,FVNIW,50,mail,130,1,16,7
4109,FVEVB,50,mail,150,20,16,7
4110,FVKEW,100,mail,100,1,9,2
4111,FVKEW,100,mail,100,20,9,2
4112,DJFVD,100,mail,100,1,16,7
4113,DJFVD,100,mail,130,1,9,7
4114,FVEVB,100,mail,130,9,3,5
4115,FVEVB,100,mail,150,9,3,5
4116,DJFVD,130,mail,50,9,9,2
4117,FVEVB,130,mail,50,9,9,7
4118,FVNIW,130,mail,100,1,3,7
4119,DJFVD,130,mail,130,1,3,7
4120,FVEVB,130,mail,130,1,16,5
4121,DNCIG,130,mail,150,1,9,2
4122,DJFVD,150,mail,50,20,9,5
4123,DJFVD,150,mail,100,1,16,5
4124,FVNIW,150,mail,100,9,9,2
4125,DJFVD,150,mail,130,20,9,7
4126,DNCIG,150,mail,130,1,3,7
4127,DNCIG,150,mail,130,20,9,7
4128,FVEVB,170,mail,200,9,16,7
4129,FVKEW,170,mail,200,20,3,7
4130,FVKEW,170,mail,170,1,3,2
4131,DNCIG,170,mail,170,9,16,2
4132,DJFVD,170,mail,170,1,9,7
4133,DNCIG,170,mail,170,20,9,7
4134,FVKEW,200,mail,200,9,16,7
4135,FVEVB,200,mail,200,1,9,2
4136,FVNIW,200,mail,200,1,9,5
4137,DJFVD,200,mail,200,1,3,7
4138,FVEVB,200,mail,200,9,3,7
4139,DJFVD,200,mail,200,1,16,7
4140,FVKEW,50,call,100,9,3,2
4141,DNCIG,50,call,100,20,3,2
4142,FVEVB,50,call,100,9,9,5
4143,FVKEW,50,call,100,1,9,5
4144,DNCIG,50,call,100,9,3,7
4145,FVEVB,50,call,130,20,9,5
4146,FVKEW,100,call,50,1,9,2
4147,DNCIG,100,call,50,1,3,7
4148,FVEVB,100,call,50,1,3,7
4149,FVKEW,100,call,50,20,3,7
4150,DNCIG,100,call,100,1,3,5
4151,FVEVB,100,call,130,9,16,7
4152,FVNIW,130,call,50,20,3,5
4153,FVKEW,130,call,50,20,9,7
4154,FVKEW,130,call,50,9,3,7
4155,FVKEW,130,call,100,9,9,2
4156,DNCIG,130,call,100,9,9,2
4157,FVEVB,130,call,130,9,9,5
4158,FVNIW,150,call,50,1,3,2
4159,FVKEW,150,call,100,9,3,2
4160,DJFVD,150,call,100,9,3,2
4161,DJFVD,150,call,130,1,9,7
4162,DJFVD,150,call,130,1,3,2
4163,DNCIG,150,call,130,20,16,2
4164,DJFVD,170,call,150,1,16,7
4165,FVNIW,170,call,150,9,16,2
4166,FVEVB,170,call,150,20,16,5
4167,DJFVD,170,call,150,9,3,7
4168,DJFVD,170,call,130,20,3,7
4169,FVEVB,170,call,100,9,3,7
4170,FVKEW,200,call,170,1,16,2
4171,FVEVB,200,call,170,9,16,5
4172,DNCIG,200,call,170,20,3,7
4173,DNCIG,200,call,150,9,16,5
4174,FVEVB,200,call,150,1,3,2
4175,FVKEW,200,call,150,9,9,5
4176,FVKEW,50,email,50,1,3,2
4177,FVKEW,50,email,100,20,16,5
4178,DJFVD,50,email,100,20,16,2
4179,FVNIW,50,email,100,9,3,2
4180,FVEVB,50,email,100,1,16,2
4181,FVNIW,50,email,130,20,3,2
4182,FVKEW,100,email,50,20,9,7
4183,DNCIG,100,email,50,1,3,2
4184,DNCIG,100,email,100,1,3,5
4185,FVNIW,100,email,100,20,16,5
4186,FVEVB,100,email,100,20,16,7
4187,FVNIW,100,email,130,1,3,5
4188,DJFVD,130,email,130,9,9,2
4189,FVKEW,130,email,130,20,3,7
4190,FVKEW,130,email,130,20,16,2
4191,FVNIW,130,email,130,9,9,5
4192,DJFVD,130,email,130,20,3,2
4193,DNCIG,130,email,130,20,9,2
4194,FVEVB,150,email,50,9,3,2
4195,FVEVB,150,email,130,20,9,2
4196,DNCIG,150,email,130,20,16,2
4197,FVKEW,150,email,130,1,9,2
4198,DJFVD,150,email,100,1,9,2
4199,FVNIW,150,email,130,1,9,5
4200,DJFVD,170,email,170,1,9,7
4201,DNCIG,170,email,170,9,9,5
4202,FVEVB,170,email,150,20,3,2
4203,FVNIW,170,email,150,9,3,7
4204,DNCIG,170,email,150,20,16,2
4205,FVKEW,170,email,150,20,9,7
4206,DNCIG,200,email,200,9,9,5
4207,DJFVD,200,email,170,1,3,2
4208,FVNIW,200,email,150,1,3,5
4209,FVEVB,200,email,150,20,9,2
4210,DNCIG,200,email,150,9,9,7
4211,FVEVB,200,email,150,9,3,7
4212,FVEVB,50,agent,100,20,16,7
4213,FVNIW,50,agent,130,20,9,7
4214,FVKEW,50,agent,130,1,16,7
4215,DJFVD,50,agent,150,20,3,5
4216,FVNIW,50,agent,150,9,9,7
4217,DNCIG,50,agent,170,9,9,5
4218,FVKEW,100,agent,130,9,16,5
4219,DJFVD,100,agent,130,1,16,2
4220,FVNIW,100,agent,150,9,16,2
4221,FVKEW,100,agent,150,20,9,2
4222,DNCIG,100,agent,150,20,16,2
4223,FVNIW,100,agent,170,1,3,2
4224,FVNIW,130,agent,130,20,9,5
4225,DNCIG,130,agent,130,9,16,2
4226,FVKEW,130,agent,150,9,9,5
4227,DJFVD,130,agent,150,20,16,2
4228,DNCIG,130,agent,150,20,9,2
4229,DJFVD,130,agent,170,20,9,2
4230,DJFVD,150,agent,150,20,3,7
4231,FVNIW,150,agent,150,1,9,2
4232,DNCIG,150,agent,150,9,16,2
4233,DJFVD,150,agent,170,9,9,5
4234,DNCIG,150,agent,170,1,9,2
4235,FVEVB,150,agent,130,20,3,2
4236,FVNIW,170,agent,150,1,16,5
4237,FVEVB,170,agent,170,1,9,5
4238,DJFVD,170,agent,200,9,3,7
4239,FVEVB,170,agent,200,20,9,7
4240,FVEVB,170,agent,200,9,3,7
4241,DJFVD,170,agent,130,20,3,5
4242,DNCIG,200,agent,200,20,3,5
4243,DNCIG,200,agent,200,20,16,5
4244,FVEVB,200,agent,200,1,9,7
4245,FVNIW,200,agent,170,9,16,5
4246,FVNIW,200,agent,170,9,3,2
4247,DNCIG,200,agent,170,20,16,5
4248,FVKEW,50,tv,50,9,16,7
4249,DJFVD,50,tv,50,20,9,2
4250,DJFVD,50,tv,100,20,16,5
4251,FVKEW,50,tv,100,20,3,5
4252,DNCIG,50,tv,130,1,16,7
4253,FVNIW,50,tv,150,9,3,2
4254,FVKEW,100,tv,100,9,3,5
4255,FVNIW,100,tv,100,1,3,2
4256,DNCIG,100,tv,100,1,9,5
4257,DJFVD,100,tv,130,20,3,5
4258,FVEVB,100,tv,130,1,3,2
4259,FVKEW,100,tv,170,20,3,7
4260,FVEVB,130,tv,130,9,16,7
4261,FVKEW,130,tv,130,1,9,7
4262,DJFVD,130,tv,130,9,9,5
4263,FVKEW,130,tv,150,20,9,2
4264,FVNIW,130,tv,150,9,16,7
4265,FVKEW,130,tv,150,20,16,5
4266,FVEVB,150,tv,150,20,9,5
4267,DNCIG,150,tv,150,20,9,2
4268,FVEVB,150,tv,150,9,16,2
4269,DNCIG,150,tv,150,1,9,7
4270,DJFVD,150,tv,170,1,16,7
4271,FVKEW,150,tv,130,1,16,5
4272,FVNIW,170,tv,170,1,16,5
4273,FVNIW,170,tv,170,20,3,7
4274,FVNIW,170,tv,200,20,3,2
4275,FVNIW,170,tv,150,20,9,2
4276,DJFVD,170,tv,200,9,3,7
4277,FVEVB,170,tv,170,9,3,2
4278,DJFVD,200,tv,200,20,3,5
4279,FVEVB,200,tv,200,20,3,5
4280,FVEVB,200,tv,150,20,9,2
4281,FVNIW,200,tv,170,1,9,5
4282,DNCIG,200,tv,200,1,3,7
4283,FVNIW,200,tv,170,9,16,2
4284,FVKEW,50,no contact,50,1,3,5
4285,FVEVB,50,no contact,50,1,3,2
4286,FVEVB,50,no contact,50,1,16,7
4287,FVNIW,50,no contact,50,9,9,2
4288,FVNIW,50,no contact,50,20,9,5
4289,DNCIG,50,no contact,50,1,3,2
4290,DJFVD,100,no contact,100,20,9,7
4291,FVEVB,100,no contact,50,1,9,5
4292,FVKEW,100,no contact,100,9,16,5
4293,DNCIG,100,no contact,50,1,9,2
4294,FVKEW,100,no contact,130,9,9,7
4295,FVEVB,100,no contact,130,9,3,7
4296,DNCIG,130,no contact,130,20,3,7
4297,FVNIW,130,no contact,150,9,3,2
4298,DNCIG,130,no contact,130,1,3,2
4299,DJFVD,130,no contact,150,1,9,5
4300,DNCIG,130,no contact,100,20,9,7
4301,DJFVD,130,no contact,100,1,9,5
4302,DJFVD,150,no contact,130,9,16,2
4303,DNCIG,150,no contact,130,9,9,2
4304,DJFVD,150,no contact,150,9,9,2
4305,FVEVB,150,no contact,150,20,9,2
4306,DNCIG,150,no contact,170,9,3,5
4307,FVEVB,150,no contact,100,20,3,2
4308,DNCIG,170,no contact,150,1,3,7
4309,FVEVB,170,no contact,170,1,3,7
4310,FVEVB,170,no contact,200,1,3,7
4311,DNCIG,170,no contact,200,1,16,7
4312,FVEVB,170,no contact,200,20,16,2
4313,DNCIG,170,no contact,200,1,9,7
4314,FVNIW,200,no contact,200,20,3,7
4315,FVNIW,200,no contact,200,1,9,7
4316,FVEVB,200,no contact,200,1,9,5
4317,FVNIW,200,no contact,170,20,16,5
4318,DNCIG,200,no contact,200,1,3,5
4319,DNCIG,200,no contact,170,1,9,2
4320,FVNIW,50,mail,50,1,3,2
4321,FVNIW,50,mail,50,20,9,7
4322,DJFVD,50,mail,100,1,16,7
4323,DJFVD,50,mail,130,20,3,2
4324,FVNIW,50,mail,130,1,16,7
4325,FVEVB,50,mail,150,20,16,7
4326,FVKEW,100,mail,100,1,9,2
4327,FVKEW,100,mail,100,20,9,2
4328,DJFVD,100,mail,100,1,16,7
4329,DJFVD,100,mail,130,1,9,7
4330,FVEVB,100,mail,130,9,3,5
4331,FVEVB,100,mail,150,9,3,5
4332,DJFVD,130,mail,50,9,9,2
4333,FVEVB,130,mail,50,9,9,7
4334,FVNIW,130,mail,100,1,3,7
4335,DJFVD,130,mail,130,1,3,7
4336,FVEVB,130,mail,130,1,16,5
4337,DNCIG,130,mail,150,1,9,2
4338,DJFVD,150,mail,50,20,9,5
4339,DJFVD,150,mail,100,1,16,5
4340,FVNIW,150,mail,100,9,9,2
4341,DJFVD,150,mail,130,20,9,7
4342,DNCIG,150,mail,130,1,3,7
4343,DNCIG,150,mail,130,20,9,7
4344,FVEVB,170,mail,200,9,16,7
4345,FVKEW,170,mail,200,20,3,7
4346,FVKEW,170,mail,170,1,3,2
4347,DNCIG,170,mail,170,9,16,2
4348,DJFVD,170,mail,170,1,9,7
4349,DNCIG,170,mail,170,20,9,7
4350,FVKEW,200,mail,200,9,16,7
4351,FVEVB,200,mail,200,1,9,2
4352,FVNIW,200,mail,200,1,9,5
4353,DJFVD,200,mail,200,1,3,7
4354,FVEVB,200,mail,200,9,3,7
4355,DJFVD,200,mail,200,1,16,7
4356,FVKEW,50,call,100,9,3,2
4357,DNCIG,50,call,100,20,3,2
4358,FVEVB,50,call,100,9,9,5
4359,FVKEW,50,call,100,1,9,5
4360,DNCIG,50,call,100,9,3,7
4361,FVEVB,50,call,130,20,9,5
4362,FVKEW,100,call,50,1,9,2
4363,DNCIG,100,call,50,1,3,7
4364,FVEVB,100,call,50,1,3,7
4365,FVKEW,100,call,50,20,3,7
4366,DNCIG,100,call,100,1,3,5
4367,FVEVB,100,call,130,9,16,7
4368,FVNIW,130,call,50,20,3,5
4369,FVKEW,130,call,50,20,9,7
4370,FVKEW,130,call,50,9,3,7
4371,FVKEW,130,call,100,9,9,2
4372,DNCIG,130,call,100,9,9,2
4373,FVEVB,130,call,130,9,9,5
4374,FVNIW,150,call,50,1,3,2
4375,FVKEW,150,call,100,9,3,2
4376,DJFVD,150,call,100,9,3,2
4377,DJFVD,150,call,130,1,9,7
4378,DJFVD,150,call,130,1,3,2
4379,DNCIG,150,call,130,20,16,2
4380,DJFVD,170,call,150,1,16,7
4381,FVNIW,170,call,150,9,16,2
4382,FVEVB,170,call,150,20,16,5
4383,DJFVD,170,call,150,9,3,7
4384,DJFVD,170,call,130,20,3,7
4385,FVEVB,170,call,100,9,3,7
4386,FVKEW,200,call,170,1,16,2
4387,FVEVB,200,call,170,9,16,5
4388,DNCIG,200,call,170,20,3,7
4389,DNCIG,200,call,150,9,16,5
4390,FVEVB,200,call,150,1,3,2
4391,FVKEW,200,call,150,9,9,5
4392,FVKEW,50,email,50,1,3,2
4393,FVKEW,50,email,100,20,16,5
4394,DJFVD,50,email,100,20,16,2
4395,FVNIW,50,email,100,9,3,2
4396,FVEVB,50,email,100,1,16,2
4397,FVNIW,50,email,130,20,3,2
4398,FVKEW,100,email,50,20,9,7
4399,DNCIG,100,email,50,1,3,2
4400,DNCIG,100,email,100,1,3,5
4401,FVNIW,100,email,100,20,16,5
4402,FVEVB,100,email,100,20,16,7
4403,FVNIW,100,email,130,1,3,5
4404,DJFVD,130,email,130,9,9,2
4405,FVKEW,130,email,130,20,3,7
4406,FVKEW,130,email,130,20,16,2
4407,FVNIW,130,email,130,9,9,5
4408,DJFVD,130,email,130,20,3,2
4409,DNCIG,130,email,130,20,9,2
4410,FVEVB,150,email,50,9,3,2
4411,FVEVB,150,email,130,20,9,2
4412,DNCIG,150,email,130,20,16,2
4413,FVKEW,150,email,130,1,9,2
4414,DJFVD,150,email,100,1,9,2
4415,FVNIW,150,email,130,1,9,5
4416,DJFVD,170,email,170,1,9,7
4417,DNCIG,170,email,170,9,9,5
4418,FVEVB,170,email,150,20,3,2
4419,FVNIW,170,email,150,9,3,7
4420,DNCIG,170,email,150,20,16,2
4421,FVKEW,170,email,150,20,9,7
4422,DNCIG,200,email,200,9,9,5
4423,DJFVD,200,email,170,1,3,2
4424,FVNIW,200,email,150,1,3,5
4425,FVEVB,200,email,150,20,9,2
4426,DNCIG,200,email,150,9,9,7
4427,FVEVB,200,email,150,9,3,7
4428,FVEVB,50,agent,100,20,16,7
4429,FVNIW,50,agent,130,20,9,7
4430,FVKEW,50,agent,130,1,16,7
4431,DJFVD,50,agent,150,20,3,5
4432,FVNIW,50,agent,150,9,9,7
4433,DNCIG,50,agent,170,9,9,5
4434,FVKEW,100,agent,130,9,16,5
4435,DJFVD,100,agent,130,1,16,2
4436,FVNIW,100,agent,150,9,16,2
4437,FVKEW,100,agent,150,20,9,2
4438,DNCIG,100,agent,150,20,16,2
4439,FVNIW,100,agent,170,1,3,2
4440,FVNIW,130,agent,130,20,9,5
4441,DNCIG,130,agent,130,9,16,2
4442,FVKEW,130,agent,150,9,9,5
4443,DJFVD,130,agent,150,20,16,2
4444,DNCIG,130,agent,150,20,9,2
4445,DJFVD,130,agent,170,20,9,2
4446,DJFVD,150,agent,150,20,3,7
4447,FVNIW,150,agent,150,1,9,2
4448,DNCIG,150,agent,150,9,16,2
4449,DJFVD,150,agent,170,9,9,5
4450,DNCIG,150,agent,170,1,9,2
4451,FVEVB,150,agent,130,20,3,2
4452,FVNIW,170,agent,150,1,16,5
4453,FVEVB,170,agent,170,1,9,5
4454,DJFVD,170,agent,200,9,3,7
4455,FVEVB,170,agent,200,20,9,7
4456,FVEVB,170,agent,200,9,3,7
4457,DJFVD,170,agent,130,20,3,5
4458,DNCIG,200,agent,200,20,3,5
4459,DNCIG,200,agent,200,20,16,5
4460,FVEVB,200,agent,200,1,9,7
4461,FVNIW,200,agent,170,9,16,5
4462,FVNIW,200,agent,170,9,3,2
4463,DNCIG,200,agent,170,20,16,5
4464,FVKEW,50,tv,50,9,16,7
4465,DJFVD,50,tv,50,20,9,2
4466,DJFVD,50,tv,100,20,16,5
4467,FVKEW,50,tv,100,20,3,5
4468,DNCIG,50,tv,130,1,16,7
4469,FVNIW,50,tv,150,9,3,2
4470,FVKEW,100,tv,100,9,3,5
4471,FVNIW,100,tv,100,1,3,2
4472,DNCIG,100,tv,100,1,9,5
4473,DJFVD,100,tv,130,20,3,5
4474,FVEVB,100,tv,130,1,3,2
4475,FVKEW,100,tv,170,20,3,7
4476,FVEVB,130,tv,130,9,16,7
4477,FVKEW,130,tv,130,1,9,7
4478,DJFVD,130,tv,130,9,9,5
4479,FVKEW,130,tv,150,20,9,2
4480,FVNIW,130,tv,150,9,16,7
4481,FVKEW,130,tv,150,20,16,5
4482,FVEVB,150,tv,150,20,9,5
4483,DNCIG,150,tv,150,20,9,2
4484,FVEVB,150,tv,150,9,16,2
4485,DNCIG,150,tv,150,1,9,7
4486,DJFVD,150,tv,170,1,16,7
4487,FVKEW,150,tv,130,1,16,5
4488,FVNIW,170,tv,170,1,16,5
4489,FVNIW,170,tv,170,20,3,7
4490,FVNIW,170,tv,200,20,3,2
4491,FVNIW,170,tv,150,20,9,2
4492,DJFVD,170,tv,200,9,3,7
4493,FVEVB,170,tv,170,9,3,2
4494,DJFVD,200,tv,200,20,3,5
4495,FVEVB,200,tv,200,20,3,5
4496,FVEVB,200,tv,150,20,9,2
4497,FVNIW,200,tv,170,1,9,5
4498,DNCIG,200,tv,200,1,3,7
4499,FVNIW,200,tv,170,9,16,2
4500,FVKEW,50,no contact,50,1,3,5
4501,FVEVB,50,no contact,50,1,3,2
4502,FVEVB,50,no contact,50,1,16,7
4503,FVNIW,50,no contact,50,9,9,2
4504,FVNIW,50,no contact,50,20,9,5
4505,DNCIG,50,no contact,50,1,3,2
4506,DJFVD,100,no contact,100,20,9,7
4507,FVEVB,100,no contact,50,1,9,5
4508,FVKEW,100,no contact,100,9,16,5
4509,DNCIG,100,no contact,50,1,9,2
4510,FVKEW,100,no contact,130,9,9,7
4511,FVEVB,100,no contact,130,9,3,7
4512,DNCIG,130,no contact,130,20,3,7
4513,FVNIW,130,no contact,150,9,3,2
4514,DNCIG,130,no contact,130,1,3,2
4515,DJFVD,130,no contact,150,1,9,5
4516,DNCIG,130,no contact,100,20,9,7
4517,DJFVD,130,no contact,100,1,9,5
4518,DJFVD,150,no contact,130,9,16,2
4519,DNCIG,150,no contact,130,9,9,2
4520,DJFVD,150,no contact,150,9,9,2
4521,FVEVB,150,no contact,150,20,9,2
4522,DNCIG,150,no contact,170,9,3,5
4523,FVEVB,150,no contact,100,20,3,2
4524,DNCIG,170,no contact,150,1,3,7
4525,FVEVB,170,no contact,170,1,3,7
4526,FVEVB,170,no contact,200,1,3,7
4527,DNCIG,170,no contact,200,1,16,7
4528,FVEVB,170,no contact,200,20,16,2
4529,DNCIG,170,no contact,200,1,9,7
4530,FVNIW,200,no contact,200,20,3,7
4531,FVNIW,200,no contact,200,1,9,7
4532,FVEVB,200,no contact,200,1,9,5
4533,FVNIW,200,no contact,170,20,16,5
4534,DNCIG,200,no contact,200,1,3,5
4535,DNCIG,200,no contact,170,1,9,2
4536,FVNIW,50,mail,50,1,3,2
4537,FVNIW,50,mail,50,20,9,7
4538,DJFVD,50,mail,100,1,16,7
4539,DJFVD,50,mail,130,20,3,2
4540,FVNIW,50,mail,130,1,16,7
4541,FVEVB,50,mail,150,20,16,7
4542,FVKEW,100,mail,100,1,9,2
4543,FVKEW,100,mail,100,20,9,2
4544,DJFVD,100,mail,100,1,16,7
4545,DJFVD,100,mail,130,1,9,7
4546,FVEVB,100,mail,130,9,3,5
4547,FVEVB,100,mail,150,9,3,5
4548,DJFVD,130,mail,50,9,9,2
4549,FVEVB,130,mail,50,9,9,7
4550,FVNIW,130,mail,100,1,3,7
4551,DJFVD,130,mail,130,1,3,7
4552,FVEVB,130,mail,130,1,16,5
4553,DNCIG,130,mail,150,1,9,2
4554,DJFVD,150,mail,50,20,9,5
4555,DJFVD,150,mail,100,1,16,5
4556,FVNIW,150,mail,100,9,9,2
4557,DJFVD,150,mail,130,20,9,7
4558,DNCIG,150,mail,130,1,3,7
4559,DNCIG,150,mail,130,20,9,7
4560,FVEVB,170,mail,200,9,16,7
4561,FVKEW,170,mail,200,20,3,7
4562,FVKEW,170,mail,170,1,3,2
4563,DNCIG,170,mail,170,9,16,2
4564,DJFVD,170,mail,170,1,9,7
4565,DNCIG,170,mail,170,20,9,7
4566,FVKEW,200,mail,200,9,16,7
4567,FVEVB,200,mail,200,1,9,2
4568,FVNIW,200,mail,200,1,9,5
4569,DJFVD,200,mail,200,1,3,7
4570,FVEVB,200,mail,200,9,3,7
4571,DJFVD,200,mail,200,1,16,7
4572,FVKEW,50,call,100,9,3,2
4573,DNCIG,50,call,100,20,3,2
4574,FVEVB,50,call,100,9,9,5
4575,FVKEW,50,call,100,1,9,5
